"Data","Último","Abertura","Máxima","Mínima","Var%"
"17.06.2025","5,302","5,302","5,302","5,302","-0,94%"
"16.06.2025","5,352","5,352","5,352","5,352","-1,97%"
"13.06.2025","5,459","5,459","5,459","5,354","1,97%"
"12.06.2025","5,354","5,354","5,354","5,354","1,76%"
"11.06.2025","5,261","5,261","5,277","5,261","-0,29%"
"10.06.2025","5,277","5,277","5,277","5,277","-0,70%"
"09.06.2025","5,314","5,314","5,314","5,314","-0,08%"
"06.06.2025","5,318","5,318","5,365","5,318","-0,88%"
"05.06.2025","5,365","5,365","5,365","5,365","-1,34%"
"04.06.2025","5,438","5,438","5,438","5,438","0,02%"
"03.06.2025","5,438","5,438","5,438","5,438","-1,02%"
"02.06.2025","5,493","5,493","5,493","5,493","2,26%"
"30.05.2025","5,372","5,372","5,372","5,368","0,08%"
"29.05.2025","5,368","5,368","5,368","5,368","-0,02%"
"28.05.2025","5,369","5,369","5,369","5,369","0,52%"
"27.05.2025","5,341","5,341","5,341","5,341","-2,19%"
"26.05.2025","5,461","5,461","5,461","5,461","-0,56%"
"23.05.2025","5,491","5,491","5,491","5,321","3,21%"
"22.05.2025","5,321","5,321","5,321","5,321","-0,89%"
"21.05.2025","5,369","5,369","5,369","5,369","0,81%"
"20.05.2025","5,326","5,326","5,326","5,326","1,66%"
"19.05.2025","5,239","5,239","5,239","5,193","0,87%"
"16.05.2025","5,193","5,193","5,193","5,193","-0,17%"
"15.05.2025","5,202","5,202","5,202","5,202","1,64%"
"14.05.2025","5,118","5,118","5,118","5,118","-2,11%"
"13.05.2025","5,228","5,228","5,228","5,228","-0,38%"
"12.05.2025","5,248","5,248","5,248","5,248","-2,96%"
"09.05.2025","5,408","5,408","5,408","5,408","0,54%"
"08.05.2025","5,379","5,379","5,379","5,379","-3,44%"
"07.05.2025","5,571","5,571","5,571","5,571","-0,62%"
"06.05.2025","5,606","5,606","5,606","5,606","4,30%"
"05.05.2025","5,375","5,375","5,375","5,375","2,67%"
"02.05.2025","5,235","5,235","5,235","5,235","-2,66%"
"30.04.2025","5,378","5,378","5,378","5,378","-0,19%"
"29.04.2025","5,388","5,388","5,388","5,388","-0,79%"
"28.04.2025","5,431","5,431","5,431","5,431","1,20%"
"25.04.2025","5,367","5,367","5,438","5,367","-1,31%"
"24.04.2025","5,438","5,438","5,438","5,438","1,40%"
"23.04.2025","5,363","5,363","5,363","5,363","-4,71%"
"22.04.2025","5,628","5,628","5,628","5,579","0,87%"
"17.04.2025","5,579","5,579","5,579","5,579","-0,97%"
"16.04.2025","5,634","5,634","5,634","5,634","3,41%"
"15.04.2025","5,448","5,448","5,448","5,448","0,92%"
"14.04.2025","5,398","5,398","5,398","5,398","-1,10%"
"11.04.2025","5,458","5,458","5,458","5,380","1,45%"
"10.04.2025","5,380","5,380","5,380","5,380","0,65%"
"09.04.2025","5,345","5,345","5,345","5,345","5,14%"
"08.04.2025","5,084","5,084","5,084","5,084","1,38%"
"07.04.2025","5,015","5,015","5,015","5,015","-0,17%"
"04.04.2025","5,023","5,023","5,023","5,023","0,20%"
"03.04.2025","5,013","5,013","5,013","5,013","-2,86%"
"02.04.2025","5,160","5,160","5,160","5,160","0,42%"
"01.04.2025","5,139","5,139","5,139","5,139","-0,78%"
"31.03.2025","5,179","5,179","5,179","5,179","0,75%"
"28.03.2025","5,141","5,141","5,141","5,085","1,10%"
"27.03.2025","5,085","5,085","5,085","5,085","1,52%"
"26.03.2025","5,009","5,009","5,009","5,009","0,43%"
"25.03.2025","4,987","4,987","4,987","4,987","-0,38%"
"24.03.2025","5,006","5,006","5,006","5,006","0,09%"
"21.03.2025","5,002","5,002","5,002","4,985","0,34%"
"20.03.2025","4,985","4,985","4,985","4,985","0,03%"
"19.03.2025","4,983","4,983","4,983","4,983","-0,34%"
"18.03.2025","5,000","5,000","5,000","5,000","0,75%"
"17.03.2025","4,962","4,962","4,962","4,962","-0,43%"
"14.03.2025","4,984","4,984","4,984","4,984","-0,92%"
"13.03.2025","5,030","5,030","5,030","5,030","1,29%"
"12.03.2025","4,966","4,966","4,966","4,966","0,77%"
"11.03.2025","4,928","4,928","4,928","4,928","1,47%"
"10.03.2025","4,856","4,856","4,856","4,856","-0,09%"
"07.03.2025","4,861","4,861","4,861","4,861","-0,08%"
"06.03.2025","4,865","4,865","4,865","4,865","-0,72%"
"05.03.2025","4,900","4,900","4,900","4,900","0,12%"
"26.02.2025","4,894","4,894","4,894","4,894","0,37%"
"25.02.2025","4,876","4,876","4,876","4,876","-0,62%"
"24.02.2025","4,906","4,906","4,906","4,906","0,75%"
"21.02.2025","4,870","4,870","4,870","4,870","-0,08%"
"20.02.2025","4,874","4,874","4,874","4,874","0,56%"
"19.02.2025","4,847","4,847","4,847","4,847","-0,25%"
"18.02.2025","4,859","4,859","4,859","4,859","1,43%"
"17.02.2025","4,790","4,790","4,790","4,790","-0,31%"
"14.02.2025","4,805","4,805","4,805","4,805","-2,37%"
"13.02.2025","4,922","4,922","4,922","4,922","0,71%"
"12.02.2025","4,887","4,887","4,887","4,887","-0,26%"
"11.02.2025","4,900","4,900","4,900","4,900","-0,09%"
"10.02.2025","4,904","4,904","4,904","4,904","2,11%"
"07.02.2025","4,803","4,803","4,803","4,803","-0,14%"
"06.02.2025","4,810","4,810","4,810","4,810","-0,82%"
"05.02.2025","4,850","4,850","4,850","4,850","0,73%"
"04.02.2025","4,815","4,815","4,815","4,815","-0,66%"
"03.02.2025","4,847","4,847","4,847","4,847","1,48%"
"31.01.2025","4,776","4,776","4,776","4,776","-1,58%"
"30.01.2025","4,853","4,853","4,853","4,853","2,61%"
"29.01.2025","4,730","4,730","4,730","4,730","-0,62%"
"28.01.2025","4,759","4,759","4,759","4,759","0,46%"
"27.01.2025","4,738","4,738","4,738","4,738","-0,88%"
"24.01.2025","4,780","4,780","4,780","4,780","-0,28%"
"23.01.2025","4,793","4,793","4,793","4,793","-0,67%"
"22.01.2025","4,826","4,826","4,826","4,826","-0,87%"
"21.01.2025","4,868","4,868","4,868","4,868","0,19%"
"20.01.2025","4,859","4,859","4,859","4,859","-0,18%"
"17.01.2025","4,867","4,867","4,867","4,867","0,40%"
"16.01.2025","4,848","4,848","4,848","4,848","1,14%"
"15.01.2025","4,794","4,794","4,794","4,794","0,84%"
"14.01.2025","4,754","4,754","4,754","4,754","-0,54%"
"13.01.2025","4,779","4,779","4,779","4,779","-1,18%"
"10.01.2025","4,836","4,836","4,836","4,836","1,03%"
"09.01.2025","4,787","4,787","4,787","4,787","-0,01%"
"08.01.2025","4,787","4,787","4,787","4,787","1,24%"
"07.01.2025","4,729","4,729","4,729","4,729","0,07%"
"06.01.2025","4,725","4,725","4,725","4,725","-1,00%"
"03.01.2025","4,773","4,773","4,773","4,773","-1,38%"
"02.01.2025","4,840","4,840","4,840","4,840","1,33%"
"31.12.2024","4,776","4,776","4,776","4,776","0,88%"
"30.12.2024","4,735","4,735","4,735","4,735","-0,08%"
"27.12.2024","4,739","4,739","4,739","4,739","-0,28%"
"26.12.2024","4,752","4,752","4,752","4,752","1,20%"
"24.12.2024","4,696","4,696","4,696","4,696","-0,11%"
"23.12.2024","4,701","4,701","4,701","4,701","0,73%"
"20.12.2024","4,667","4,667","4,667","4,667","-0,34%"
"19.12.2024","4,683","4,683","4,683","4,683","-1,33%"
"18.12.2024","4,746","4,746","4,746","4,746","-0,40%"
"17.12.2024","4,765","4,765","4,765","4,765","1,67%"
"16.12.2024","4,687","4,687","4,687","4,687","0,00%"
"13.12.2024","4,686","4,686","4,686","4,686","0,48%"
"12.12.2024","4,664","4,664","4,664","4,664","-3,19%"
"11.12.2024","4,818","4,818","4,818","4,818","1,00%"
"10.12.2024","4,770","4,770","4,770","4,770","1,16%"
"09.12.2024","4,715","4,715","4,715","4,715","1,47%"
"06.12.2024","4,647","4,647","4,647","4,647","1,21%"
"05.12.2024","4,591","4,591","4,591","4,591","-2,21%"
"04.12.2024","4,695","4,695","4,695","4,695","0,13%"
"03.12.2024","4,689","4,689","4,689","4,689","0,49%"
"02.12.2024","4,666","4,666","4,666","4,666","-0,66%"
"29.11.2024","4,697","4,697","4,697","4,697","1,73%"
"28.11.2024","4,617","4,617","4,617","4,617","2,77%"
"27.11.2024","4,493","4,493","4,493","4,493","1,26%"
"26.11.2024","4,437","4,437","4,437","4,437","-0,94%"
"25.11.2024","4,479","4,479","4,479","4,479","-3,70%"
"22.11.2024","4,651","4,651","4,651","4,651","1,32%"
"21.11.2024","4,591","4,591","4,591","4,591","2,44%"
"19.11.2024","4,481","4,481","4,481","4,481","0,88%"
"18.11.2024","4,442","4,442","4,442","4,442","1,13%"
"14.11.2024","4,392","4,392","4,392","4,392","-0,23%"
"13.11.2024","4,403","4,403","4,403","4,403","-0,73%"
"12.11.2024","4,435","4,435","4,435","4,435","-0,92%"
"11.11.2024","4,476","4,476","4,476","4,476","-2,29%"
"08.11.2024","4,581","4,581","4,581","4,581","1,40%"
"07.11.2024","4,518","4,518","4,518","4,518","-0,70%"
"06.11.2024","4,550","4,550","4,550","4,550","-2,99%"
"05.11.2024","4,690","4,690","4,690","4,690","0,04%"
"04.11.2024","4,688","4,688","4,688","4,688","-0,40%"
"01.11.2024","4,707","4,707","4,707","4,707","0,51%"
"31.10.2024","4,683","4,683","4,683","4,683","-1,89%"
"30.10.2024","4,773","4,773","4,773","4,773","1,87%"
"29.10.2024","4,685","4,685","4,685","4,685","1,18%"
"28.10.2024","4,631","4,631","4,631","4,631","0,08%"
"25.10.2024","4,627","4,627","4,627","4,627","0,00%"
"24.10.2024","4,627","4,627","4,627","4,627","0,62%"
"23.10.2024","4,599","4,599","4,599","4,599","-0,78%"
"22.10.2024","4,635","4,635","4,635","4,635","0,58%"
"21.10.2024","4,608","4,608","4,608","4,608","1,05%"
"18.10.2024","4,560","4,560","4,560","4,560","0,69%"
"17.10.2024","4,529","4,529","4,529","4,529","0,63%"
"16.10.2024","4,500","4,500","4,500","4,500","1,14%"
"15.10.2024","4,450","4,450","4,450","4,450","1,11%"
"14.10.2024","4,401","4,401","4,401","4,401","-0,83%"
"11.10.2024","4,437","4,437","4,437","4,437","2,30%"
"10.10.2024","4,338","4,338","4,338","4,338","0,67%"
"09.10.2024","4,309","4,309","4,309","4,309","0,64%"
"08.10.2024","4,281","4,281","4,281","4,281","-0,12%"
"07.10.2024","4,286","4,286","4,286","4,286","-0,18%"
"04.10.2024","4,294","4,294","4,294","4,294","-0,74%"
"03.10.2024","4,326","4,326","4,326","4,326","1,42%"
"02.10.2024","4,265","4,265","4,265","4,265","-1,20%"
"01.10.2024","4,317","4,317","4,317","4,317","1,28%"
"30.09.2024","4,263","4,263","4,263","4,263","-0,24%"
"27.09.2024","4,273","4,273","4,273","4,273","-1,00%"
"26.09.2024","4,316","4,316","4,316","4,316","-0,22%"
"25.09.2024","4,326","4,326","4,326","4,326","0,36%"
"24.09.2024","4,310","4,310","4,310","4,310","-0,45%"
"23.09.2024","4,330","4,330","4,330","4,330","1,51%"
"20.09.2024","4,265","4,265","4,265","4,265","2,38%"
"19.09.2024","4,166","4,166","4,166","4,166","-0,46%"
"18.09.2024","4,185","4,185","4,185","4,185","-0,21%"
"17.09.2024","4,194","4,194","4,194","4,194","-1,02%"
"16.09.2024","4,237","4,237","4,237","4,237","-1,02%"
"13.09.2024","4,280","4,280","4,280","4,280","-0,34%"
"12.09.2024","4,295","4,295","4,295","4,295","1,85%"
"11.09.2024","4,217","4,217","4,217","4,217","0,21%"
"10.09.2024","4,208","4,208","4,208","4,208","0,71%"
"09.09.2024","4,178","4,178","4,178","4,178","1,06%"
"06.09.2024","4,134","4,134","4,134","4,134","-1,38%"
"05.09.2024","4,192","4,192","4,192","4,192","0,13%"
"04.09.2024","4,187","4,187","4,187","4,187","0,37%"
"03.09.2024","4,172","4,172","4,172","4,172","-0,20%"
"02.09.2024","4,180","4,180","4,180","4,180","-0,60%"
"30.08.2024","4,205","4,205","4,205","4,205","-0,94%"
"29.08.2024","4,245","4,245","4,245","4,245","2,84%"
"28.08.2024","4,128","4,128","4,128","4,128","0,03%"
"27.08.2024","4,126","4,126","4,126","4,126","0,00%"
"26.08.2024","4,126","4,126","4,126","4,126","-0,28%"
"23.08.2024","4,138","4,138","4,138","4,138","0,71%"
"22.08.2024","4,108","4,108","4,108","4,108","0,27%"
"21.08.2024","4,097","4,097","4,097","4,097","0,18%"
"20.08.2024","4,090","4,090","4,090","4,090","1,01%"
"19.08.2024","4,049","4,049","4,049","4,049","-0,62%"
"16.08.2024","4,074","4,074","4,074","4,074","1,87%"
"15.08.2024","4,000","4,000","4,000","4,000","0,82%"
"14.08.2024","3,967","3,967","3,967","3,967","-1,88%"
"13.08.2024","4,043","4,043","4,043","4,043","0,09%"
"12.08.2024","4,039","4,039","4,039","4,039","0,90%"
"09.08.2024","4,003","4,003","4,003","4,003","-1,55%"
"08.08.2024","4,066","4,066","4,066","4,066","1,47%"
"07.08.2024","4,007","4,007","4,007","4,007","-0,77%"
"06.08.2024","4,038","4,038","4,038","4,038","-2,56%"
"05.08.2024","4,144","4,144","4,144","4,144","-0,57%"
"02.08.2024","4,168","4,168","4,168","4,168","0,79%"
"01.08.2024","4,135","4,135","4,135","4,135","0,44%"
"31.07.2024","4,117","4,117","4,117","4,117","1,06%"
"30.07.2024","4,074","4,074","4,074","4,074","1,23%"
"29.07.2024","4,025","4,025","4,025","4,025","-0,17%"
"26.07.2024","4,032","4,032","4,032","4,032","1,31%"
"25.07.2024","3,980","3,980","3,980","3,980","-2,52%"
"24.07.2024","4,083","4,083","4,083","4,083","1,34%"
"23.07.2024","4,029","4,029","4,029","4,029","0,92%"
"22.07.2024","3,992","3,992","3,992","3,992","-0,09%"
"19.07.2024","3,996","3,996","3,996","3,996","-2,16%"
"18.07.2024","4,084","4,084","4,084","4,084","1,25%"
"17.07.2024","4,033","4,033","4,033","4,033","0,45%"
"16.07.2024","4,015","4,015","4,015","4,015","1,13%"
"15.07.2024","3,970","3,970","3,970","3,970","0,42%"
"12.07.2024","3,954","3,954","3,954","3,954","0,79%"
"11.07.2024","3,923","3,923","3,923","3,923","2,15%"
"10.07.2024","3,840","3,840","3,840","3,840","-0,30%"
"09.07.2024","3,852","3,852","3,852","3,852","-0,45%"
"08.07.2024","3,869","3,869","3,869","3,869","-1,98%"
"05.07.2024","3,947","3,947","3,947","3,947","1,51%"
"04.07.2024","3,889","3,889","3,889","3,889","-1,93%"
"03.07.2024","3,965","3,965","3,965","3,965","0,09%"
"02.07.2024","3,962","3,962","3,962","3,962","1,22%"
"01.07.2024","3,914","3,914","3,914","3,914","0,54%"
"28.06.2024","3,893","3,893","3,893","3,893","0,81%"
"27.06.2024","3,862","3,862","3,862","3,862","1,31%"
"26.06.2024","3,812","3,812","3,812","3,812","0,75%"
"25.06.2024","3,784","3,784","3,784","3,784","-0,05%"
"24.06.2024","3,786","3,786","3,786","3,786","-0,21%"
"21.06.2024","3,794","3,794","3,794","3,794","-1,35%"
"20.06.2024","3,845","3,845","3,845","3,845","0,22%"
"19.06.2024","3,837","3,837","3,837","3,837","1,09%"
"18.06.2024","3,795","3,795","3,795","3,795","0,68%"
"17.06.2024","3,770","3,770","3,770","3,770","0,07%"
"14.06.2024","3,767","3,767","3,767","3,767","0,71%"
"13.06.2024","3,740","3,740","3,740","3,740","-1,43%"
"12.06.2024","3,795","3,795","3,795","3,795","1,95%"
"11.06.2024","3,722","3,722","3,722","3,722","1,41%"
"07.06.2024","3,670","3,670","3,670","3,670","-2,58%"
"06.06.2024","3,768","3,768","3,768","3,768","0,34%"
"05.06.2024","3,755","3,755","3,755","3,755","1,52%"
"04.06.2024","3,699","3,699","3,699","3,699","-0,34%"
"03.06.2024","3,711","3,711","3,711","3,711","0,93%"
"31.05.2024","3,677","3,677","3,677","3,677","0,07%"
"29.05.2024","3,674","3,674","3,674","3,674","0,20%"
"28.05.2024","3,667","3,667","3,667","3,667","0,63%"
"27.05.2024","3,644","3,644","3,644","3,644","0,39%"
"24.05.2024","3,630","3,630","3,630","3,630","-0,07%"
"23.05.2024","3,633","3,633","3,633","3,633","-2,55%"
"22.05.2024","3,728","3,728","3,728","3,728","-0,48%"
"21.05.2024","3,746","3,746","3,746","3,746","-0,64%"
"20.05.2024","3,770","3,770","3,770","3,770","0,76%"
"17.05.2024","3,742","3,742","3,742","3,742","1,16%"
"16.05.2024","3,699","3,699","3,699","3,699","-0,72%"
"15.05.2024","3,725","3,725","3,725","3,725","1,67%"
"14.05.2024","3,664","3,664","3,664","3,664","0,63%"
"13.05.2024","3,641","3,641","3,641","3,641","-1,49%"
"10.05.2024","3,696","3,696","3,696","3,696","1,30%"
"09.05.2024","3,649","3,649","3,649","3,649","2,21%"
"08.05.2024","3,570","3,570","3,570","3,570","0,48%"
"07.05.2024","3,553","3,553","3,553","3,553","-0,55%"
"06.05.2024","3,573","3,573","3,573","3,573","1,13%"
"03.05.2024","3,533","3,533","3,533","3,533","-1,08%"
"02.05.2024","3,572","3,572","3,572","3,572","-0,76%"
"30.04.2024","3,599","3,599","3,599","3,599","-1,28%"
"29.04.2024","3,646","3,646","3,646","3,646","0,40%"
"26.04.2024","3,631","3,631","3,631","3,631","-0,77%"
"25.04.2024","3,660","3,660","3,660","3,660","0,35%"
"24.04.2024","3,647","3,647","3,647","3,647","-0,23%"
"23.04.2024","3,655","3,655","3,655","3,655","-0,99%"
"22.04.2024","3,692","3,692","3,692","3,692","-3,25%"
"19.04.2024","3,816","3,816","3,816","3,816","0,19%"
"18.04.2024","3,808","3,808","3,808","3,808","0,49%"
"17.04.2024","3,790","3,790","3,790","3,790","-1,12%"
"16.04.2024","3,833","3,833","3,833","3,833","2,79%"
"15.04.2024","3,729","3,729","3,729","3,729","1,12%"
"12.04.2024","3,688","3,688","3,688","3,688","1,24%"
"11.04.2024","3,642","3,642","3,642","3,642","1,25%"
"10.04.2024","3,597","3,597","3,597","3,597","0,54%"
"09.04.2024","3,578","3,578","3,578","3,578","0,05%"
"08.04.2024","3,576","3,576","3,576","3,576","-0,20%"
"05.04.2024","3,583","3,583","3,583","3,583","2,22%"
"04.04.2024","3,506","3,506","3,506","3,506","-1,26%"
"03.04.2024","3,550","3,550","3,550","3,550","1,98%"
"02.04.2024","3,481","3,481","3,481","3,481","0,99%"
"01.04.2024","3,447","3,447","3,447","3,447","2,01%"
"28.03.2024","3,379","3,379","3,379","3,379","1,39%"
"27.03.2024","3,333","3,333","3,333","3,333","0,64%"
"26.03.2024","3,312","3,312","3,312","3,312","-0,02%"
"25.03.2024","3,312","3,312","3,312","3,312","0,71%"
"22.03.2024","3,289","3,289","3,289","3,289","-1,04%"
"21.03.2024","3,324","3,324","3,324","3,324","0,51%"
"20.03.2024","3,307","3,307","3,307","3,307","-0,44%"
"19.03.2024","3,322","3,322","3,322","3,322","0,26%"
"18.03.2024","3,313","3,313","3,313","3,313","0,53%"
"15.03.2024","3,295","3,295","3,295","3,295","0,07%"
"14.03.2024","3,293","3,293","3,293","3,293","-0,73%"
"13.03.2024","3,317","3,317","3,317","3,317","0,70%"
"12.03.2024","3,294","3,294","3,294","3,294","-1,02%"
"11.03.2024","3,328","3,328","3,328","3,328","0,20%"
"08.03.2024","3,321","3,321","3,321","3,321","1,88%"
"07.03.2024","3,260","3,260","3,260","3,260","0,28%"
"06.03.2024","3,251","3,251","3,251","3,251","0,63%"
"05.03.2024","3,231","3,231","3,231","3,231","0,83%"
"04.03.2024","3,204","3,204","3,204","3,204","1,32%"
"01.03.2024","3,163","3,163","3,163","3,163","1,64%"
"29.02.2024","3,112","3,112","3,112","3,112","1,24%"
"28.02.2024","3,074","3,074","3,074","3,074","-0,12%"
"27.02.2024","3,077","3,077","3,077","3,077","-0,25%"
"26.02.2024","3,085","3,085","3,085","3,085","-0,62%"
"23.02.2024","3,104","3,104","3,104","3,104","1,93%"
"22.02.2024","3,045","3,045","3,045","3,045","0,06%"
"21.02.2024","3,044","3,044","3,044","3,044","-0,52%"
"20.02.2024","3,059","3,059","3,059","3,059","0,44%"
"19.02.2024","3,046","3,046","3,046","3,046","-0,38%"
"16.02.2024","3,058","3,058","3,058","3,058","0,59%"
"15.02.2024","3,040","3,040","3,040","3,040","0,53%"
"14.02.2024","3,024","3,024","3,024","3,024","-1,77%"
