"Data","Último","Abertura","Máxima","Mínima","Var%"
"26.05.2021","3,451","3,451","3,451","3,451","0,19%"
"25.05.2021","3,445","3,445","3,445","3,445","0,63%"
"24.05.2021","3,423","3,423","3,423","3,423","0,47%"
"21.05.2021","3,407","3,407","3,407","3,407","0,31%"
"20.05.2021","3,397","3,397","3,397","3,397","-0,06%"
"19.05.2021","3,399","3,399","3,399","3,399","1,19%"
"18.05.2021","3,359","3,359","3,359","3,359","-0,03%"
"17.05.2021","3,360","3,360","3,360","3,360","1,41%"
"14.05.2021","3,313","3,313","3,313","3,313","0,45%"
"13.05.2021","3,298","3,298","3,298","3,298","0,82%"
"12.05.2021","3,271","3,271","3,271","3,271","-0,46%"
"11.05.2021","3,286","3,286","3,286","3,286","0,15%"
"10.05.2021","3,281","3,281","3,281","3,281","0,20%"
"07.05.2021","3,275","3,275","3,275","3,275","-0,18%"
"06.05.2021","3,281","3,281","3,281","3,281","-0,05%"
"05.05.2021","3,282","3,282","3,282","3,282","-0,90%"
"04.05.2021","3,312","3,312","3,312","3,312","-0,15%"
"03.05.2021","3,317","3,317","3,317","3,317","1,47%"
"30.04.2021","3,269","3,269","3,269","3,269","-1,21%"
"28.04.2021","3,309","3,272","3,309","3,272","0,00%"
"27.04.2021","3,309","3,309","3,309","3,309","-0,29%"
"26.04.2021","3,319","3,319","3,319","3,319","-0,45%"
"23.04.2021","3,334","3,334","3,334","3,334","-0,49%"
"22.04.2021","3,350","3,350","3,350","3,350","-0,41%"
"20.04.2021","3,364","3,364","3,364","3,364","-0,29%"
"19.04.2021","3,374","3,374","3,374","3,374","-1,69%"
"16.04.2021","3,432","3,432","3,432","3,432","0,67%"
"13.04.2021","3,409","3,409","3,409","3,409","1,27%"
"12.04.2021","3,366","3,366","3,366","3,366","-0,34%"
"09.04.2021","3,378","3,378","3,378","3,378","0,58%"
"08.04.2021","3,359","3,359","3,359","3,359","0,63%"
"07.04.2021","3,338","3,338","3,338","3,338","-0,68%"
"06.04.2021","3,361","3,361","3,361","3,361","0,25%"
"05.04.2021","3,352","3,352","3,352","3,352","-0,47%"
"01.04.2021","3,368","3,368","3,368","3,368","0,88%"
"31.03.2021","3,339","3,339","3,339","3,339","0,09%"
"30.03.2021","3,335","3,335","3,335","3,335","-1,94%"
"29.03.2021","3,402","3,402","3,402","3,402","-0,32%"
"26.03.2021","3,412","3,412","3,412","3,412","1,00%"
"25.03.2021","3,378","3,378","3,378","3,378","1,37%"
"24.03.2021","3,333","3,333","3,333","3,333","1,66%"
"23.03.2021","3,279","3,279","3,279","3,279","-0,99%"
"22.03.2021","3,311","3,311","3,311","3,311","0,21%"
"19.03.2021","3,304","3,304","3,304","3,304","-0,49%"
"18.03.2021","3,321","3,321","3,321","3,321","-1,12%"
"17.03.2021","3,358","3,358","3,358","3,358","0,21%"
"16.03.2021","3,351","3,351","3,351","3,351","-0,39%"
"15.03.2021","3,364","3,364","3,364","3,364","1,75%"
"12.03.2021","3,306","3,306","3,306","3,306","-0,46%"
"11.03.2021","3,322","3,322","3,322","3,322","-2,31%"
"10.03.2021","3,400","3,400","3,400","3,400","-1,47%"
"09.03.2021","3,451","3,451","3,451","3,451","3,20%"
"08.03.2021","3,344","3,344","3,344","3,344","0,25%"
"05.03.2021","3,335","3,335","3,335","3,335","0,68%"
"04.03.2021","3,313","3,313","3,313","3,313","-2,66%"
"03.03.2021","3,403","3,403","3,403","3,403","0,10%"
"02.03.2021","3,400","3,400","3,400","3,400","1,90%"
"01.03.2021","3,337","3,337","3,337","3,337","0,40%"
"26.02.2021","3,324","3,324","3,324","3,324","-1,28%"
"25.02.2021","3,367","3,367","3,367","3,367","0,09%"
"24.02.2021","3,364","3,364","3,364","3,364","-1,10%"
"23.02.2021","3,401","3,401","3,401","3,401","-0,51%"
"22.02.2021","3,418","3,418","3,418","3,418","2,80%"
"19.02.2021","3,325","3,325","3,325","3,325","-0,24%"
"18.02.2021","3,333","3,333","3,333","3,333","0,17%"
"17.02.2021","3,328","3,328","3,328","3,328","-1,93%"
"12.02.2021","3,393","3,393","3,393","3,393","-0,33%"
"11.02.2021","3,404","3,404","3,404","3,404","-1,06%"
"10.02.2021","3,441","3,441","3,441","3,441","0,06%"
"09.02.2021","3,439","3,439","3,439","3,439","0,84%"
"08.02.2021","3,410","3,410","3,410","3,410","1,08%"
"05.02.2021","3,374","3,374","3,374","3,374","0,26%"
"04.02.2021","3,365","3,365","3,365","3,365","-1,34%"
"03.02.2021","3,411","3,411","3,411","3,411","-0,14%"
"02.02.2021","3,415","3,415","3,415","3,415","-3,02%"
"01.02.2021","3,522","3,522","3,522","3,522","0,24%"
"29.01.2021","3,513","3,513","3,513","3,513","1,55%"
"28.01.2021","3,460","3,460","3,460","3,460","0,57%"
"27.01.2021","3,440","3,440","3,440","3,440","-0,32%"
"26.01.2021","3,451","3,451","3,451","3,451","-2,11%"
"25.01.2021","3,526","3,526","3,526","3,526","0,46%"
"22.01.2021","3,510","3,510","3,510","3,510","1,28%"
"21.01.2021","3,465","3,465","3,465","3,465","0,86%"
"20.01.2021","3,436","3,436","3,436","3,436","0,88%"
"19.01.2021","3,406","3,406","3,406","3,406","1,20%"
"18.01.2021","3,365","3,365","3,365","3,365","0,05%"
"15.01.2021","3,364","3,364","3,364","3,364","-0,11%"
"14.01.2021","3,367","3,367","3,367","3,367","-1,87%"
"13.01.2021","3,431","3,431","3,431","3,431","-1,46%"
"12.01.2021","3,482","3,482","3,550","3,482","-1,89%"
"11.01.2021","3,550","3,550","3,550","3,550","2,32%"
"08.01.2021","3,469","3,469","3,469","3,469","-3,54%"
"07.01.2021","3,596","3,596","3,596","3,596","1,27%"
"06.01.2021","3,552","3,552","3,552","3,552","-2,25%"
"05.01.2021","3,633","3,633","3,633","3,633","2,82%"
"04.01.2021","3,534","3,534","3,534","3,534","3,35%"
"31.12.2020","3,419","3,419","3,419","3,419","0,07%"
"30.12.2020","3,417","3,417","3,417","3,417","0,42%"
"29.12.2020","3,402","3,402","3,402","3,402","-0,80%"
"28.12.2020","3,430","3,430","3,430","3,430","1,21%"
"24.12.2020","3,389","3,389","3,389","3,389","0,26%"
"23.12.2020","3,380","3,380","3,380","3,380","1,17%"
"22.12.2020","3,341","3,341","3,341","3,341","-0,47%"
"21.12.2020","3,357","3,357","3,357","3,357","0,79%"
"18.12.2020","3,331","3,331","3,331","3,331","0,44%"
"17.12.2020","3,316","3,316","3,316","3,316","0,95%"
"16.12.2020","3,285","3,285","3,285","3,285","0,66%"
"15.12.2020","3,263","3,263","3,263","3,263","1,49%"
"14.12.2020","3,215","3,224","3,224","3,215","-0,26%"
"11.12.2020","3,224","3,224","3,224","3,224","0,27%"
"10.12.2020","3,215","3,215","3,215","3,215","-1,80%"
"09.12.2020","3,274","3,274","3,274","3,274","-0,54%"
"08.12.2020","3,292","3,292","3,292","3,292","0,45%"
"07.12.2020","3,277","3,265","3,277","3,265","0,37%"
"04.12.2020","3,265","3,265","3,265","3,265","-0,27%"
"03.12.2020","3,274","3,274","3,274","3,274","-1,29%"
"02.12.2020","3,317","3,317","3,317","3,317","0,88%"
"01.12.2020","3,288","3,288","3,288","3,288","-0,25%"
"30.11.2020","3,296","3,296","3,296","3,296","-0,17%"
"27.11.2020","3,302","3,302","3,302","3,302","-0,81%"
"26.11.2020","3,329","3,329","3,329","3,329","0,00%"
"25.11.2020","3,329","3,329","3,329","3,329","-1,12%"
"24.11.2020","3,367","3,367","3,367","3,367","-2,89%"
"23.11.2020","3,467","3,467","3,467","3,467","-1,14%"
"20.11.2020","3,507","3,507","3,507","3,507","2,09%"
"19.11.2020","3,435","3,435","3,435","3,435","-0,88%"
"18.11.2020","3,466","3,466","3,466","3,466","-1,33%"
"17.11.2020","3,513","3,513","3,513","3,513","-1,44%"
"16.11.2020","3,564","3,564","3,564","3,564","-0,67%"
"13.11.2020","3,588","3,588","3,588","3,588","0,78%"
"12.11.2020","3,560","3,560","3,560","3,560","0,91%"
"11.11.2020","3,528","3,528","3,528","3,528","0,30%"
"10.11.2020","3,517","3,517","3,517","3,517","0,60%"
"09.11.2020","3,496","3,496","3,496","3,496","-5,00%"
"06.11.2020","3,680","3,680","3,680","3,680","-2,38%"
"05.11.2020","3,770","3,770","3,770","3,770","0,85%"
"04.11.2020","3,739","3,739","3,739","3,739","-2,34%"
"03.11.2020","3,828","3,828","3,828","3,828","1,84%"
"30.10.2020","3,759","3,759","3,759","3,759","0,37%"
"29.10.2020","3,746","3,746","3,746","3,746","-0,26%"
"28.10.2020","3,755","3,755","3,755","3,755","-0,48%"
"27.10.2020","3,773","3,773","3,773","3,773","1,23%"
"26.10.2020","3,728","3,728","3,728","3,728","0,07%"
"23.10.2020","3,725","3,725","3,725","3,725","0,44%"
"22.10.2020","3,708","3,708","3,708","3,708","-1,35%"
"21.10.2020","3,759","3,759","3,759","3,759","1,10%"
"20.10.2020","3,718","3,718","3,718","3,718","0,01%"
"19.10.2020","3,718","3,718","3,718","3,718","-0,54%"
"16.10.2020","3,738","3,738","3,738","3,738","0,43%"
"15.10.2020","3,722","3,722","3,722","3,722","0,27%"
"14.10.2020","3,712","3,712","3,712","3,712","0,93%"
"13.10.2020","3,677","3,677","3,677","3,677","-0,68%"
"09.10.2020","3,703","3,703","3,703","3,703","0,68%"
"08.10.2020","3,677","3,677","3,677","3,677","0,04%"
"07.10.2020","3,676","3,676","3,676","3,676","-0,22%"
"06.10.2020","3,684","3,684","3,684","3,684","-0,52%"
"05.10.2020","3,704","3,704","3,704","3,704","-1,06%"
"02.10.2020","3,743","3,743","3,743","3,743","-0,39%"
"01.10.2020","3,758","3,758","3,758","3,758","1,52%"
"30.09.2020","3,701","3,701","3,701","3,701","-0,82%"
"29.09.2020","3,732","3,732","3,732","3,732","0,99%"
"28.09.2020","3,695","3,695","3,695","3,695","2,35%"
"24.09.2020","3,610","3,610","3,610","3,610","-0,90%"
"23.09.2020","3,643","3,643","3,643","3,643","-0,27%"
"22.09.2020","3,653","3,653","3,653","3,653","1,12%"
"21.09.2020","3,612","3,612","3,612","3,612","-1,86%"
"18.09.2020","3,681","3,681","3,681","3,681","2,86%"
"17.09.2020","3,578","3,578","3,578","3,578","-0,77%"
"16.09.2020","3,606","3,606","3,606","3,606","-0,66%"
"15.09.2020","3,630","3,630","3,630","3,630","0,27%"
"14.09.2020","3,620","3,620","3,620","3,620","-0,59%"
"10.09.2020","3,642","3,642","3,642","3,642","0,66%"
"09.09.2020","3,618","3,618","3,618","3,618","-0,61%"
"08.09.2020","3,640","3,640","3,640","3,640","1,28%"
"04.09.2020","3,594","3,594","3,594","3,594","0,24%"
"03.09.2020","3,586","3,586","3,586","3,586","-1,72%"
"02.09.2020","3,648","3,648","3,648","3,648","-2,16%"
"01.09.2020","3,729","3,729","3,729","3,729","-1,43%"
"31.08.2020","3,783","3,783","3,783","3,783","1,15%"
"28.08.2020","3,740","3,740","3,740","3,740","-1,64%"
"24.08.2020","3,802","3,802","3,802","3,802","0,00%"
"20.08.2020","3,802","3,802","3,802","3,802","0,25%"
"19.08.2020","3,792","3,792","3,792","3,792","-1,64%"
"18.08.2020","3,855","3,855","3,855","3,855","0,37%"
"17.08.2020","3,841","3,841","3,841","3,841","3,60%"
"14.08.2020","3,708","3,708","3,708","3,708","0,25%"
"13.08.2020","3,698","3,698","3,698","3,698","-0,37%"
"12.08.2020","3,712","3,712","3,712","3,712","1,02%"
"11.08.2020","3,675","3,675","3,675","3,675","-5,72%"
"10.08.2020","3,897","3,897","3,897","3,897","1,24%"
"07.08.2020","3,850","3,850","3,850","3,850","-0,63%"
"06.08.2020","3,874","3,874","3,874","3,874","1,58%"
"05.08.2020","3,814","3,814","3,814","3,814","1,52%"
"04.08.2020","3,757","3,757","3,757","3,757","1,64%"
"03.08.2020","3,697","3,697","3,697","3,697","2,09%"
"31.07.2020","3,621","3,621","3,621","3,621","2,06%"
"30.07.2020","3,548","3,548","3,548","3,548","-0,63%"
"29.07.2020","3,570","3,570","3,570","3,570","0,34%"
"28.07.2020","3,558","3,558","3,558","3,558","0,72%"
"27.07.2020","3,533","3,533","3,533","3,533","1,04%"
"24.07.2020","3,496","3,496","3,496","3,496","0,55%"
"23.07.2020","3,477","3,477","3,477","3,477","3,02%"
"22.07.2020","3,375","3,375","3,375","3,375","-0,34%"
"21.07.2020","3,387","3,387","3,387","3,387","-1,61%"
"20.07.2020","3,442","3,442","3,442","3,442","-0,65%"
"17.07.2020","3,464","3,464","3,464","3,464","2,01%"
"16.07.2020","3,396","3,396","3,396","3,396","-1,65%"
"15.07.2020","3,453","3,453","3,453","3,453","0,62%"
"14.07.2020","3,432","3,432","3,432","3,432","-0,54%"
"13.07.2020","3,450","3,450","3,450","3,450","1,33%"
"10.07.2020","3,405","3,405","3,405","3,405","-0,67%"
"09.07.2020","3,428","3,428","3,428","3,428","-0,43%"
"08.07.2020","3,443","3,443","3,443","3,443","0,00%"
"07.07.2020","3,443","3,443","3,443","3,443","1,33%"
"06.07.2020","3,398","3,398","3,398","3,398","0,81%"
"03.07.2020","3,371","3,371","3,371","3,371","-0,57%"
"02.07.2020","3,390","3,390","3,390","3,390","0,79%"
"01.07.2020","3,364","3,364","3,364","3,364","-2,91%"
"30.06.2020","3,464","3,464","3,464","3,464","1,32%"
"29.06.2020","3,419","3,419","3,419","3,419","-0,94%"
"26.06.2020","3,452","3,452","3,452","3,452","2,89%"
"25.06.2020","3,355","3,355","3,355","3,355","0,41%"
"24.06.2020","3,341","3,341","3,341","3,341","2,98%"
"23.06.2020","3,244","3,244","3,244","3,244","-1,56%"
"22.06.2020","3,296","3,296","3,296","3,296","-0,05%"
"19.06.2020","3,297","3,297","3,297","3,297","0,13%"
"18.06.2020","3,293","3,293","3,293","3,293","1,89%"
"17.06.2020","3,232","3,232","3,232","3,232","0,97%"
"16.06.2020","3,201","3,201","3,201","3,201","1,58%"
"15.06.2020","3,151","3,151","3,151","3,151","4,11%"
"10.06.2020","3,027","3,027","3,027","3,027","1,02%"
"09.06.2020","2,996","2,996","2,996","2,996","1,64%"
"08.06.2020","2,948","2,948","2,948","2,948","-0,84%"
"05.06.2020","2,973","2,973","2,973","2,973","-4,96%"
"04.06.2020","3,128","3,128","3,128","3,128","1,48%"
"03.06.2020","3,082","3,082","3,082","3,082","-4,12%"
"02.06.2020","3,215","3,215","3,215","3,215","-3,98%"
"01.06.2020","3,348","3,348","3,348","3,348","0,66%"
"29.05.2020","3,326","3,326","3,326","3,326","0,89%"
"28.05.2020","3,297","3,297","3,297","3,297","1,59%"
"27.05.2020","3,245","3,245","3,245","3,245","-1,25%"
"26.05.2020","3,286","3,286","3,286","3,286","-3,95%"
"25.05.2020","3,421","3,421","3,421","3,421","-2,20%"
"22.05.2020","3,498","3,498","3,498","3,498","0,52%"
"21.05.2020","3,480","3,480","3,480","3,480","-3,54%"
"20.05.2020","3,608","3,608","3,608","3,608","-0,40%"
"19.05.2020","3,622","3,622","3,622","3,622","1,38%"
"18.05.2020","3,573","3,573","3,573","3,573","-3,26%"
"15.05.2020","3,693","3,693","3,693","3,693","-0,06%"
"14.05.2020","3,695","3,695","3,695","3,695","0,99%"
"13.05.2020","3,659","3,659","3,659","3,659","1,12%"
"12.05.2020","3,618","3,618","3,618","3,618","1,74%"
"11.05.2020","3,557","3,557","3,557","3,557","0,78%"
"08.05.2020","3,529","3,529","3,529","3,529","-2,05%"
"07.05.2020","3,603","3,603","3,603","3,603","4,26%"
"06.05.2020","3,456","3,456","3,456","3,456","0,96%"
"05.05.2020","3,423","3,423","3,423","3,423","0,37%"
"04.05.2020","3,411","3,411","3,411","3,411","-0,04%"
"28.04.2020","3,412","3,412","3,412","3,412","-3,91%"
"27.04.2020","3,551","3,551","3,551","3,551","0,04%"
"24.04.2020","3,549","3,549","3,549","3,549","0,74%"
"23.04.2020","3,523","3,523","3,523","3,523","1,52%"
"22.04.2020","3,470","3,470","3,470","3,470","2,61%"
"20.04.2020","3,382","3,382","3,382","3,382","2,27%"
"17.04.2020","3,307","3,307","3,307","3,307","-1,72%"
"16.04.2020","3,365","3,365","3,365","3,365","2,04%"
"15.04.2020","3,298","3,298","3,298","3,298","0,70%"
"14.04.2020","3,275","3,275","3,275","3,275","0,70%"
"13.04.2020","3,252","3,252","3,252","3,252","1,66%"
"09.04.2020","3,199","3,199","3,199","3,199","3,57%"
"08.04.2020","3,089","3,089","3,089","3,089","-1,60%"
"07.04.2020","3,139","3,139","3,139","3,139","-1,83%"
"06.04.2020","3,198","3,198","3,198","3,198","2,02%"
"03.04.2020","3,134","3,134","3,134","3,134","1,55%"
"02.04.2020","3,087","3,087","3,087","3,087","2,16%"
"01.04.2020","3,021","3,021","3,021","3,021","1,12%"
"31.03.2020","2,988","2,988","2,988","2,988","-2,17%"
"30.03.2020","3,054","3,054","3,054","3,054","1,51%"
"27.03.2020","3,009","3,009","3,009","3,009","1,44%"
"26.03.2020","2,966","2,966","2,966","2,966","2,40%"
"25.03.2020","2,897","2,897","2,897","2,897","-3,20%"
"24.03.2020","2,992","2,992","2,992","2,992","3,88%"
"23.03.2020","2,880","2,880","2,880","2,880","6,10%"
"20.03.2020","2,715","2,715","2,715","2,715","-0,28%"
"19.03.2020","2,722","2,722","2,722","2,722","-1,43%"
"18.03.2020","2,762","2,762","2,762","2,762","0,27%"
"17.03.2020","2,755","2,755","2,755","2,755","1,55%"
"16.03.2020","2,713","2,713","2,713","2,713","-0,19%"
"13.03.2020","2,718","2,718","2,718","2,718","-1,99%"
"12.03.2020","2,773","2,773","2,773","2,773","-1,66%"
"11.03.2020","2,820","2,820","2,820","2,820","1,57%"
"10.03.2020","2,776","2,776","2,776","2,776","-3,18%"
"09.03.2020","2,867","2,867","2,867","2,867","3,11%"
"06.03.2020","2,781","2,781","2,781","2,781","-0,14%"
"05.03.2020","2,785","2,785","2,785","2,785","3,35%"
"04.03.2020","2,694","2,694","2,694","2,694","0,88%"
"03.03.2020","2,671","2,671","2,671","2,671","3,39%"
"02.03.2020","2,583","2,583","2,583","2,583","0,20%"
"28.02.2020","2,578","2,578","2,578","2,578","-4,32%"
"27.02.2020","2,694","2,694","2,694","2,694","0,15%"
"26.02.2020","2,691","2,691","2,691","2,691","2,02%"
"21.02.2020","2,637","2,637","2,637","2,637","2,34%"
"20.02.2020","2,577","2,577","2,577","2,577","0,87%"
"19.02.2020","2,555","2,555","2,555","2,555","0,58%"
"18.02.2020","2,540","2,540","2,540","2,540","2,20%"
"17.02.2020","2,485","2,485","2,485","2,485","0,00%"
"14.02.2020","2,486","2,486","2,486","2,486","0,03%"
"13.02.2020","2,485","2,485","2,485","2,485","0,36%"
"12.02.2020","2,476","2,476","2,476","2,476","-0,20%"
"11.02.2020","2,481","2,481","2,481","2,481","-0,05%"
"10.02.2020","2,482","2,482","2,482","2,482","0,30%"
"07.02.2020","2,475","2,475","2,475","2,475","0,46%"
"06.02.2020","2,463","2,463","2,463","2,463","0,60%"
"05.02.2020","2,448","2,448","2,448","2,448","0,41%"
"04.02.2020","2,439","2,439","2,439","2,439","-0,89%"
"31.01.2020","2,460","2,460","2,460","2,460","-0,20%"
"30.01.2020","2,465","2,465","2,465","2,465","1,45%"
"29.01.2020","2,430","2,430","2,430","2,430","0,43%"
"28.01.2020","2,420","2,420","2,420","2,420","-0,67%"
"27.01.2020","2,436","2,436","2,436","2,436","1,39%"
"24.01.2020","2,403","2,403","2,403","2,403","-0,41%"
"23.01.2020","2,412","2,412","2,412","2,412","0,00%"
"22.01.2020","2,413","2,413","2,413","2,413","-0,30%"
"21.01.2020","2,420","2,420","2,420","2,420","0,24%"
"20.01.2020","2,414","2,414","2,414","2,414","0,69%"
"17.01.2020","2,398","2,398","2,398","2,398","-0,72%"
"16.01.2020","2,415","2,415","2,415","2,415","-0,05%"
"15.01.2020","2,416","2,416","2,416","2,416","0,25%"
"14.01.2020","2,410","2,410","2,410","2,410","-0,12%"
"13.01.2020","2,413","2,413","2,413","2,413","0,58%"
"10.01.2020","2,399","2,399","2,399","2,399","0,14%"
"09.01.2020","2,396","2,396","2,396","2,396","0,34%"
"08.01.2020","2,387","2,387","2,387","2,387","-0,36%"
"07.01.2020","2,396","2,396","2,396","2,396","0,64%"
"06.01.2020","2,381","2,381","2,381","2,381","0,65%"
"03.01.2020","2,365","2,365","2,365","2,365","2,77%"
"02.01.2020","2,302","2,302","2,302","2,302","0,54%"